metric_type;metric_id;metric_name;metric_unit;metric_description;metric_id_parent;flag_name;flag_name_proper;flag_direction;flag_type;flag_e_s_g_plus;flag_tier;frameworks;active
flag;6d0d76dc-6396-44fd-a69e-e4ba04839708;ONE_OR_MORE_ELEMENTS_OF_POOR_HUMAN_&_LABOUR_RIGHTS_IMPLEMENTATION_NEGATIVE_CONDUCT_S_TIER_3;;;a48f7787-9ca5-4c56-8221-999518929ab4;ONE OR MORE ELEMENTS OF POOR HUMAN & LABOUR RIGHTS IMPLEMENTATION;One or More Elements Of Poor Human & Labour Rights Implementation;NEGATIVE;CONDUCT;S;TIER_3;flags;1
flag;e0101e80-2e71-401b-9315-d4f395daf934;POOR_MANAGEMENT_OF_CUSTOMER_PRIVACY_NEGATIVE_CONDUCT_S_TIER_3;;;a9336097-80d5-483b-9d05-4e42c687c8fa;POOR MANAGEMENT OF CUSTOMER PRIVACY;Poor Management of Customer Privacy;NEGATIVE;CONDUCT;S;TIER_3;flags;1
flag;8b208687-0b85-4ca9-8d9f-a2108cee583e;POOR_MANAGEMENT_OF_DATA_SECURITY_NEGATIVE_CONDUCT_S_TIER_3;;;a9336097-80d5-483b-9d05-4e42c687c8fa;POOR MANAGEMENT OF DATA SECURITY;Poor Management of Data Security;NEGATIVE;CONDUCT;S;TIER_3;flags;1
flag;e6e4e671-44a1-4b59-b5ca-d98dd43ad2a8;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_POOR_DEFORESTATION_MANAGEMENT_IN_SUPPLY_CHAIN_NEGATIVE_CONDUCT_E_TIER_3;;;4f348130-b4cf-4e1e-bdfb-e18bf25263ad;COMPANIES WITH ONE OR MORE ELEMENTS OF POOR DEFORESTATION MANAGEMENT IN SUPPLY CHAIN;Companies With One or More Elements Of Poor Deforestation Management In Supply Chain;NEGATIVE;CONDUCT;E;TIER_3;flags;1
flag;a9336097-80d5-483b-9d05-4e42c687c8fa;ONE_OR_MORE_ELEMENTS_OF_POOR_DIGITAL_RIGHTS_MANAGEMENT_NEGATIVE_CONDUCT_S_TIER_2;;;8b6f4a7d-49b0-4290-8111-bc7762301f6e;ONE OR MORE ELEMENTS OF POOR DIGITAL RIGHTS MANAGEMENT;One or More Elements Of Poor Digital Rights Management;NEGATIVE;CONDUCT;S;TIER_2;flags;1
flag;a659ec46-e2db-4e6a-8db7-d2a5379041b4;POOR_MANAGEMENT_OF_FREEDOM_OF_EXPRESSION_NEGATIVE_CONDUCT_S_TIER_3;;;a9336097-80d5-483b-9d05-4e42c687c8fa;POOR MANAGEMENT OF FREEDOM OF EXPRESSION;Poor Management of Freedom of Expression;NEGATIVE;CONDUCT;S;TIER_3;flags;1
flag;c22b59e4-15d7-448f-aa96-0386e7dc5f78;POOR_MANAGEMENT_OF_HCV_AND_HCS_AREAS_NEGATIVE_CONDUCT_E_TIER_3;;;ff3fefbf-5608-41b7-aa3d-9bba97303629;POOR MANAGEMENT OF HCV AND HCS AREAS;Poor Management of HCV and HCS Areas;NEGATIVE;CONDUCT;E;TIER_3;flags;0
flag;18dcce22-06d0-4f27-83b5-5256f006c06d;POOR_MONITORING_OF_SUPPLY_CHAIN_NEGATIVE_CONDUCT_PLUS_TIER_3;;;6231058e-2023-450c-99b5-e8185bc5be91;POOR MONITORING OF SUPPLY CHAIN;Poor Monitoring of Supply Chain;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;39527494-0ee3-4961-99ab-dddb1dfea6de;POOR_OVERALL_HUMAN_&_LABOUR_RIGHTS_MANAGEMENT_NEGATIVE_CONDUCT_S_TIER_3;;;a48f7787-9ca5-4c56-8221-999518929ab4;POOR OVERALL HUMAN & LABOUR RIGHTS MANAGEMENT;Poor Overall Human & Labour Rights Management;NEGATIVE;CONDUCT;S;TIER_3;flags;1
flag;41d9a3fa-41a1-4848-997f-5487e66abbd7;POOR_SUPPLY_CHAIN_TRACEABILITY_NEGATIVE_CONDUCT_PLUS_TIER_3;;;6231058e-2023-450c-99b5-e8185bc5be91;POOR SUPPLY CHAIN TRACEABILITY;Poor Supply Chain Traceability;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;db91583a-0027-45c7-afc4-4038ba0b06d5;POOR_SUSTAINABLE_OCEANS_PRACTICES_NEGATIVE_CONDUCT_E_TIER_3;;;ff3fefbf-5608-41b7-aa3d-9bba97303629;POOR SUSTAINABLE OCEANS PRACTICES;Poor Sustainable Oceans Practices;NEGATIVE;CONDUCT;E;TIER_3;flags;1
flag;2d35118a-404d-4e4d-9798-7ca89560114f;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_POOR_WASTE_MANAGEMENT_NEGATIVE_CONDUCT_E_TIER_2;;;d41c2f7c-c1f0-4c9d-b1a4-590bbf588997;COMPANIES WITH ONE OR MORE ELEMENTS OF POOR WASTE MANAGEMENT;Companies With One or More Elements Of Poor Waste Management;NEGATIVE;CONDUCT;E;TIER_2;flags;1
flag;53cc726b-82f3-4403-9532-402acafe9207;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_POOR_WATER_MANAGEMENT_NEGATIVE_CONDUCT_E_TIER_2;;;d41c2f7c-c1f0-4c9d-b1a4-590bbf588997;COMPANIES WITH ONE OR MORE ELEMENTS OF POOR WATER MANAGEMENT;Companies With One or More Elements Of Poor Water Management;NEGATIVE;CONDUCT;E;TIER_2;flags;1
flag;6f114238-b6d9-4165-be35-727889710b12;POTENTIALLY_PREDATORY_FINANCIAL_SERVICES_NEGATIVE_PRODUCT_S_TIER_4;;;700314c3-9edd-4818-b956-865f30e79068;POTENTIALLY PREDATORY FINANCIAL SERVICES;Potentially Predatory Financial Services;NEGATIVE;PRODUCT;S;TIER_4;flags;0
flag;19ce5a4d-d111-44e2-819f-a369987f3be3;PRECIOUS_METALS_ROYALTIES_(SPECIALIZED_FINANCIERS)_&_STREAMING_NEGATIVE_PRODUCT_E_TIER_4;;;18f77330-611a-47d4-b80c-1b674728500a;PRECIOUS METALS ROYALTIES (SPECIALIZED FINANCIERS) & STREAMING;Precious Metals Royalties (Specialized Financiers) & Streaming;NEGATIVE;PRODUCT;E;TIER_4;flags;0
flag;72747240-2968-46b9-87d5-722c9e191958;R&D_(EQUIPMENT_AND_MATERIALS)_POSITIVE_PRODUCT_S_TIER_4;;;5b629bec-f45c-4345-831c-ab960256e87f;R&D (EQUIPMENT AND MATERIALS);R&D (Equipment and Materials);POSITIVE;PRODUCT;S;TIER_4;flags;0
flag;928620ce-6858-4a30-b9c8-70b9e873ffd8;RENEWABLE_ENERGY_ACTIVITIES_POSITIVE_PRODUCT_E_TIER_2;;;8477048d-a80e-4431-9436-4da22b6b3f87;RENEWABLE ENERGY ACTIVITIES;Renewable Energy Activities;POSITIVE;PRODUCT;E;TIER_2;flags;1
flag;fa7d2e39-bd15-4f81-a7c3-c49add3e732a;RESPONSIBLE_SOURCING_LAGGARDS_NEGATIVE_CONDUCT_PLUS_TIER_3;;;6231058e-2023-450c-99b5-e8185bc5be91;RESPONSIBLE SOURCING LAGGARDS;Responsible Sourcing Laggards;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;e8dc3fc1-eec1-4130-8a58-321d9fdc02a3;RESPONSIBLE_SOURCING_PIONEERS_POSITIVE_CONDUCT_PLUS_TIER_3;;;a1190a5c-5839-4d5f-9db9-8d62d7f7ddf1;RESPONSIBLE SOURCING PIONEERS;Responsible Sourcing Pioneers;POSITIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;e0899e91-2a00-4965-aabb-7baa2a63d40e;RSPO_MEMBERSHIP_POSITIVE_CONDUCT_PLUS_TIER_4;;;43e98cf5-da30-4959-bedb-24812e284afb;RSPO MEMBERSHIP;RSPO Membership;POSITIVE;CONDUCT;PLUS;TIER_4;flags;1
flag;9afe45b2-55f6-4459-8ceb-d3abeb4e60e4;SCIENCE_BASED_TARGETS_(1.5C|2C|WB2C)_POSITIVE_CONDUCT_E_TIER_3;;;bf39fb96-e736-404e-a430-6e30ede864f0;SCIENCE BASED TARGETS (1.5C|2C|WB2C);Science Based Targets (1.5C|2C|WB2C);POSITIVE;CONDUCT;E;TIER_3;flags;0
flag;3293360c-f2ef-40ad-b9fa-9f012e8f8ab5;SCIENCE_BASED_TARGETS_(TARGET_SET)_POSITIVE_CONDUCT_E_TIER_3;;;bf39fb96-e736-404e-a430-6e30ede864f0;SCIENCE BASED TARGETS (TARGET SET);Science Based Targets (Target Set);POSITIVE;CONDUCT;E;TIER_3;flags;0
flag;83e060f1-4a42-4048-905d-e25cf0802391;SECTOR_&_SUPPLY_CHAIN_INSIGHTS_CONTESTED_NONE_PLUS_TIER_1;;;57652efa-c8ba-460f-acef-cfa7ff4e5140;SECTOR & SUPPLY CHAIN INSIGHTS;Sector & Supply Chain Insights;CONTESTED;;PLUS;TIER_1;flags;1
flag;25e7ec26-e0d3-4759-98d7-d9e85188fcaf;SECTOR_&_SUPPLY_CHAIN_INSIGHTS_NEGATIVE_NONE_PLUS_TIER_1;;;37a62e4a-78ac-4570-ad10-36d3e453cd9c;SECTOR & SUPPLY CHAIN INSIGHTS;Sector & Supply Chain Insights;NEGATIVE;;PLUS;TIER_1;flags;1
flag;ec8fd9e7-b71c-48ef-a98f-0496628fd33a;SECTOR_&_SUPPLY_CHAIN_INSIGHTS_POSITIVE_NONE_PLUS_TIER_1;;;598247ef-a92d-4a36-adf7-dfe68cdfde4b;SECTOR & SUPPLY CHAIN INSIGHTS;Sector & Supply Chain Insights;POSITIVE;;PLUS;TIER_1;flags;1
flag;fe0d2c48-2f45-436d-869b-380e4c4c1286;SECTOR_LAGGARDS_IN_ONE_OR_MORE_AREAS_NEGATIVE_CONDUCT_PLUS_TIER_2;;;25e7ec26-e0d3-4759-98d7-d9e85188fcaf;SECTOR LAGGARDS IN ONE OR MORE AREAS;Sector Laggards In One or More Areas;NEGATIVE;CONDUCT;PLUS;TIER_2;flags;1
flag;7a9f7397-24b8-4c0d-b68d-3868bffe6dff;SECTOR_PIONEERS_IN_ONE_OR_MORE_AREAS_POSITIVE_CONDUCT_PLUS_TIER_2;;;ec8fd9e7-b71c-48ef-a98f-0496628fd33a;SECTOR PIONEERS IN ONE OR MORE AREAS;Sector Pioneers In One or More Areas;POSITIVE;CONDUCT;PLUS;TIER_2;flags;1
flag;d894e3d4-cfcf-44b2-b59e-dd82881a224a;SHAREHOLDER_VOTES_AGAINST_CEO_PAY_NEGATIVE_CONDUCT_G_TIER_3;;;d4847cf3-5ac2-4856-a451-7533887ad5f5;SHAREHOLDER VOTES AGAINST CEO PAY;Shareholder Votes Against CEO Pay;NEGATIVE;CONDUCT;G;TIER_3;flags;1
flag;b9eaaade-5281-4a66-995b-e6c1a7db86ab;SIGNIFICANT_AIR_EMISSIONS_(NOX,_SOX,_VOC)_NEGATIVE_CONDUCT_E_TIER_3;;;7011db45-bbf9-4221-b353-0c7836a49b81;SIGNIFICANT AIR EMISSIONS (NOX, SOX, VOC);Significant Air Emissions (NOx, SOx, VOC);NEGATIVE;CONDUCT;E;TIER_3;flags;0
flag;06429bfe-cfa0-466b-8d49-a9aa1766d001;SMART_GRIDS_&_METERS_POSITIVE_PRODUCT_E_TIER_3;;;22c018fe-8c54-4b6b-ab63-269a947470dc;SMART GRIDS & METERS;Smart Grids & Meters;POSITIVE;PRODUCT;E;TIER_3;flags;1
flag;8b6f4a7d-49b0-4290-8111-bc7762301f6e;SOCIAL_&_HUMAN_CAPITAL_NEGATIVE_NONE_S_TIER_1;;;1d1444cd-31fe-4007-aa17-60241c3d3267;SOCIAL & HUMAN CAPITAL;Social & Human Capital;NEGATIVE;;S;TIER_1;flags;1
flag;45b75e1f-1f88-4454-bc62-6e1a6dbabb95;SOCIAL_&_HUMAN_CAPITAL_POSITIVE_NONE_S_TIER_1;;;817c3c50-e39c-4924-9931-50784db7cb07;SOCIAL & HUMAN CAPITAL;Social & Human Capital;POSITIVE;;S;TIER_1;flags;1
flag;e5ad9478-2e2d-46d1-86f9-69d97c5d543e;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_STRONG_BIODIVERSITY_MANAGEMENT_POSITIVE_CONDUCT_E_TIER_2;;;f744e0f5-7e3c-4d0c-a12e-b9f12f13fc91;COMPANIES WITH ONE OR MORE ELEMENTS OF STRONG BIODIVERSITY MANAGEMENT;Companies With One or More Elements Of Strong Biodiversity Management;POSITIVE;CONDUCT;E;TIER_2;flags;1
flag;51d6c354-962c-4c75-a8dc-f7eb9fda120a;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_STRONG_DEFORESTATION_MANAGEMENT_POSITIVE_CONDUCT_E_TIER_2;;;f744e0f5-7e3c-4d0c-a12e-b9f12f13fc91;COMPANIES WITH ONE OR MORE ELEMENTS OF STRONG DEFORESTATION MANAGEMENT;Companies With One or More Elements Of Strong Deforestation Management;POSITIVE;CONDUCT;E;TIER_2;flags;1
flag;017c5003-a659-4ce5-93dd-d92763c36878;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_STRONG_DEFORESTATION_POLICIES_POSITIVE_CONDUCT_E_TIER_3;;;51d6c354-962c-4c75-a8dc-f7eb9fda120a;COMPANIES WITH ONE OR MORE ELEMENTS OF STRONG DEFORESTATION POLICIES;Companies With One or More Elements Of Strong Deforestation Policies;POSITIVE;CONDUCT;E;TIER_3;flags;1
flag;29854eba-9545-4b7e-8590-43ff60c239ab;ONE_OR_MORE_ELEMENTS_OF_STRONG_HUMAN_&_LABOUR_RIGHTS_MANAGEMENT_POSITIVE_CONDUCT_S_TIER_2;;;45b75e1f-1f88-4454-bc62-6e1a6dbabb95;ONE OR MORE ELEMENTS OF STRONG HUMAN & LABOUR RIGHTS MANAGEMENT;One or More Elements Of Strong Human & Labour Rights Management;POSITIVE;CONDUCT;S;TIER_2;flags;1
flag;028b1daa-e942-4d7b-b45c-72e6d4c6a833;ONE_OR_MORE_ELEMENTS_OF_STRONG_HUMAN_&_LABOUR_RIGHTS_POLICIES_POSITIVE_CONDUCT_S_TIER_3;;;29854eba-9545-4b7e-8590-43ff60c239ab;ONE OR MORE ELEMENTS OF STRONG HUMAN & LABOUR RIGHTS POLICIES;One or More Elements Of Strong Human & Labour Rights Policies;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;87d3643c-08e4-4c35-b785-2a008ebc101d;ONE_OR_MORE_ELEMENTS_OF_STRONG_HUMAN_&_LABOUR_RIGHTS_IMPLEMENTATION_POSITIVE_CONDUCT_S_TIER_3;;;29854eba-9545-4b7e-8590-43ff60c239ab;ONE OR MORE ELEMENTS OF STRONG HUMAN & LABOUR RIGHTS IMPLEMENTATION;One or More Elements Of Strong Human & Labour Rights Implementation;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;9772a930-abe9-4e18-8c08-cd9897c29254;STRONG_MANAGEMENT_OF_CUSTOMER_PRIVACY_POSITIVE_CONDUCT_S_TIER_3;;;7a5f6137-bac1-4358-91e0-d673cda92bba;STRONG MANAGEMENT OF CUSTOMER PRIVACY;Strong Management of Customer Privacy;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;8767b060-f84c-4fac-8dfb-9ea3e5992db3;STRONG_MANAGEMENT_OF_DATA_SECURITY_POSITIVE_CONDUCT_S_TIER_3;;;7a5f6137-bac1-4358-91e0-d673cda92bba;STRONG MANAGEMENT OF DATA SECURITY;Strong Management of Data Security;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;d942aaf5-1aa6-4501-a1bb-40c8a9d1a631;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_STRONG_MANAGEMENT_OF_DEFORESTATION_BEYOND_SUPPLY_CHAIN_POSITIVE_CONDUCT_E_TIER_3;;;51d6c354-962c-4c75-a8dc-f7eb9fda120a;COMPANIES WITH ONE OR MORE ELEMENTS OF STRONG MANAGEMENT OF DEFORESTATION BEYOND SUPPLY CHAIN;Companies With One or More Elements Of Strong Management Of Deforestation Beyond Supply Chain;POSITIVE;CONDUCT;E;TIER_3;flags;1
flag;0993f5d9-f46d-48df-bb6f-da22e3b935a4;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_STRONG_MANAGEMENT_OF_DEFORESTATION_IN_SUPPLY_CHAIN_POSITIVE_CONDUCT_E_TIER_3;;;51d6c354-962c-4c75-a8dc-f7eb9fda120a;COMPANIES WITH ONE OR MORE ELEMENTS OF STRONG MANAGEMENT OF DEFORESTATION IN SUPPLY CHAIN;Companies With One or More Elements Of Strong Management Of Deforestation In Supply Chain;POSITIVE;CONDUCT;E;TIER_3;flags;1
flag;7a5f6137-bac1-4358-91e0-d673cda92bba;ONE_OR_MORE_ELEMENTS_OF_STRONG_DIGITAL_RIGHTS_MANAGEMENT_POSITIVE_CONDUCT_S_TIER_2;;;45b75e1f-1f88-4454-bc62-6e1a6dbabb95;ONE OR MORE ELEMENTS OF STRONG DIGITAL RIGHTS MANAGEMENT;One or More Elements Of Strong Digital Rights Management;POSITIVE;CONDUCT;S;TIER_2;flags;1
flag;c2ad0443-ff4d-4785-bbd9-0dfc12f58ab6;STRONG_MANAGEMENT_OF_FREEDOM_OF_EXPRESSION_POSITIVE_CONDUCT_S_TIER_3;;;7a5f6137-bac1-4358-91e0-d673cda92bba;STRONG MANAGEMENT OF FREEDOM OF EXPRESSION;Strong Management of Freedom of Expression;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;5576ad8c-f08e-4cbf-b9e6-12cb1ccf5134;STRONG_MANAGEMENT_OF_HCV_AND_HCS_AREAS_POSITIVE_CONDUCT_E_TIER_3;;;e5ad9478-2e2d-46d1-86f9-69d97c5d543e;STRONG MANAGEMENT OF HCV AND HCS AREAS;Strong Management of HCV and HCS Areas;POSITIVE;CONDUCT;E;TIER_3;flags;0
flag;a1190a5c-5839-4d5f-9db9-8d62d7f7ddf1;ONE_OR_MORE_ELEMENTS_OF_STRONG_SUPPLY_CHAIN_MANAGEMENT_POSITIVE_CONDUCT_PLUS_TIER_2;;;ec8fd9e7-b71c-48ef-a98f-0496628fd33a;ONE OR MORE ELEMENTS OF STRONG SUPPLY CHAIN MANAGEMENT;One or More Elements Of Strong Supply Chain Management;POSITIVE;CONDUCT;PLUS;TIER_2;flags;1
flag;bd68611b-71a4-43e2-b7e4-b314ecbc92a2;STRONG_MONITORING_OF_SUPPLY_CHAIN_POSITIVE_CONDUCT_PLUS_TIER_3;;;a1190a5c-5839-4d5f-9db9-8d62d7f7ddf1;STRONG MONITORING OF SUPPLY CHAIN;Strong Monitoring of Supply Chain;POSITIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;32a383b6-7c26-4d41-b9f8-82896736a77a;STRONG_OVERALL_HUMAN_&_LABOUR_RIGHTS_MANAGEMENT_POSITIVE_CONDUCT_S_TIER_3;;;29854eba-9545-4b7e-8590-43ff60c239ab;STRONG OVERALL HUMAN & LABOUR RIGHTS MANAGEMENT;Strong Overall Human & Labour Rights Management;POSITIVE;CONDUCT;S;TIER_3;flags;1
flag;eab68a62-f927-496a-8e4f-559ee62603ba;STRONG_REMEDY_PROGRAM_POSITIVE_CONDUCT_S_TIER_4;;;87d3643c-08e4-4c35-b785-2a008ebc101d;STRONG REMEDY PROGRAM;Strong Remedy Program;POSITIVE;CONDUCT;S;TIER_4;flags;1
flag;5bb2d85a-a228-4e14-aaaa-f6bc3b2b9cfc;STRONG_SUPPLY_CHAIN_TRACEABILITY_POSITIVE_CONDUCT_PLUS_TIER_3;;;a1190a5c-5839-4d5f-9db9-8d62d7f7ddf1;STRONG SUPPLY CHAIN TRACEABILITY;Strong Supply Chain Traceability;POSITIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;10f98e6d-9698-449b-b42f-cafdf4f9137c;STRONG_SUSTAINABLE_OCEANS_PRACTICES_POSITIVE_CONDUCT_E_TIER_3;;;e5ad9478-2e2d-46d1-86f9-69d97c5d543e;STRONG SUSTAINABLE OCEANS PRACTICES;Strong Sustainable Oceans Practices;POSITIVE;CONDUCT;E;TIER_3;flags;1
flag;5c64832b-7be9-409b-8545-413388e5a6de;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_STRONG_WASTE_MANAGEMENT_POSITIVE_CONDUCT_E_TIER_2;;;f744e0f5-7e3c-4d0c-a12e-b9f12f13fc91;COMPANIES WITH ONE OR MORE ELEMENTS OF STRONG WASTE MANAGEMENT;Companies With One or More Elements Of Strong Waste Management;POSITIVE;CONDUCT;E;TIER_2;flags;1
flag;382982e0-4520-4d5f-83c7-6aa0f6266f2d;COMPANIES_WITH_ONE_OR_MORE_ELEMENTS_OF_STRONG_WATER_MANAGEMENT_POSITIVE_CONDUCT_E_TIER_2;;;f744e0f5-7e3c-4d0c-a12e-b9f12f13fc91;COMPANIES WITH ONE OR MORE ELEMENTS OF STRONG WATER MANAGEMENT;Companies With One or More Elements Of Strong Water Management;POSITIVE;CONDUCT;E;TIER_2;flags;1
flag;847205f4-ff9a-4a0b-b59c-f6f45ef83b81;SUGAR_DRINKS_BOTTLING_AND/OR_DISTRIBUTION_NEGATIVE_PRODUCT_PLUS_TIER_4;;;87b3fc2f-69f3-4346-a2d5-bfc42a551071;SUGAR DRINKS BOTTLING AND/OR DISTRIBUTION;Sugar Drinks Bottling and/or Distribution;NEGATIVE;PRODUCT;PLUS;TIER_4;flags;0
flag;1a895982-547f-4671-9b86-91e1834547b1;SUGAR_MANUFACTURING_NEGATIVE_PRODUCT_PLUS_TIER_4;;;87b3fc2f-69f3-4346-a2d5-bfc42a551071;SUGAR MANUFACTURING;Sugar Manufacturing;NEGATIVE;PRODUCT;PLUS;TIER_4;flags;1
flag;87b3fc2f-69f3-4346-a2d5-bfc42a551071;SUGAR_NEGATIVE_PRODUCT_PLUS_TIER_3;;;c13a7dbc-513e-4eb8-9096-aa3be73b31ad;SUGAR;Sugar;NEGATIVE;PRODUCT;PLUS;TIER_3;flags;1
flag;6231058e-2023-450c-99b5-e8185bc5be91;ONE_OR_MORE_ELEMENTS_OF_POOR_SUPPLY_CHAIN_MANAGEMENT_NEGATIVE_CONDUCT_PLUS_TIER_2;;;25e7ec26-e0d3-4759-98d7-d9e85188fcaf;ONE OR MORE ELEMENTS OF POOR SUPPLY CHAIN MANAGEMENT;One or More Elements Of Poor Supply Chain Management;NEGATIVE;CONDUCT;PLUS;TIER_2;flags;1
flag;def2e182-0e06-4e6a-92bf-171148b3deb4;SURGICAL_COMPLICATION_THERAPEUTICS_POSITIVE_PRODUCT_S_TIER_4;;;5b629bec-f45c-4345-831c-ab960256e87f;SURGICAL COMPLICATION THERAPEUTICS;Surgical Complication Therapeutics;POSITIVE;PRODUCT;S;TIER_4;flags;1
flag;9da2568b-b704-4c02-813d-83bc0eb9e1c4;INSTANCES_OF_SUSTAINABILITY-LINKED_REMUNERATION_POSITIVE_CONDUCT_G_TIER_2;;;952374c3-f7fe-4646-9af7-66097f7632cd;INSTANCES OF SUSTAINABILITY-LINKED REMUNERATION;Instances Of Sustainability-Linked Remuneration;POSITIVE;CONDUCT;G;TIER_2;flags;1
flag;3215e9bc-2ba6-4243-8497-8e2fbe5ae5d5;SUSTAINABLE_BEEF_LAGGARDS_NEGATIVE_CONDUCT_PLUS_TIER_3;;;fe0d2c48-2f45-436d-869b-380e4c4c1286;SUSTAINABLE BEEF LAGGARDS;Sustainable Beef Laggards;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;446ea027-b0f3-4775-b4d8-de236e745b79;SUSTAINABLE_LEATHER_LAGGARDS_NEGATIVE_CONDUCT_PLUS_TIER_3;;;fe0d2c48-2f45-436d-869b-380e4c4c1286;SUSTAINABLE LEATHER LAGGARDS;Sustainable Leather Laggards;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;f71c81d0-6bfd-4b77-8a43-666135831ba9;SUSTAINABLE_PALM_OIL_LAGGARDS_NEGATIVE_CONDUCT_PLUS_TIER_3;;;fe0d2c48-2f45-436d-869b-380e4c4c1286;SUSTAINABLE PALM OIL LAGGARDS;Sustainable Palm Oil Laggards;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;d42dede2-07c3-4b69-8812-ec8ae1fa0a92;SUSTAINABLE_PALM_OIL_PIONEERS_POSITIVE_CONDUCT_PLUS_TIER_3;;;7a9f7397-24b8-4c0d-b68d-3868bffe6dff;SUSTAINABLE PALM OIL PIONEERS;Sustainable Palm Oil Pioneers;POSITIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;853602ee-bf6c-4607-8e6a-c632d2f3cb30;SUSTAINABLE_PAPER,_PULP_&_TIMBER_LAGGARDS_NEGATIVE_CONDUCT_PLUS_TIER_3;;;fe0d2c48-2f45-436d-869b-380e4c4c1286;SUSTAINABLE PAPER, PULP & TIMBER LAGGARDS;Sustainable Paper, Pulp & Timber Laggards;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;7d99ac4c-1062-468d-a0a8-df2ced47b789;SUSTAINABLE_PAPER,_PULP_&_TIMBER_PIONEERS_POSITIVE_CONDUCT_PLUS_TIER_3;;;7a9f7397-24b8-4c0d-b68d-3868bffe6dff;SUSTAINABLE PAPER, PULP & TIMBER PIONEERS;Sustainable Paper, Pulp & Timber Pioneers;POSITIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;f875e936-7996-4f33-b019-2920298ea978;SUSTAINABLE_RUBBER_LAGGARDS_NEGATIVE_CONDUCT_PLUS_TIER_3;;;fe0d2c48-2f45-436d-869b-380e4c4c1286;SUSTAINABLE RUBBER LAGGARDS;Sustainable Rubber Laggards;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;0
flag;ebe99cbb-c050-41b0-93cc-9d230caa2ada;SUSTAINABLE_RUBBER_PIONEERS_POSITIVE_CONDUCT_PLUS_TIER_3;;;7a9f7397-24b8-4c0d-b68d-3868bffe6dff;SUSTAINABLE RUBBER PIONEERS;Sustainable Rubber Pioneers;POSITIVE;CONDUCT;PLUS;TIER_3;flags;0
flag;fd6c30ba-6e2a-4264-b721-1175a7cd4f68;SUSTAINABLE_SEAFOOD_LAGGARDS_NEGATIVE_CONDUCT_PLUS_TIER_3;;;fe0d2c48-2f45-436d-869b-380e4c4c1286;SUSTAINABLE SEAFOOD LAGGARDS;Sustainable Seafood Laggards;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;15fe2813-2547-4fd7-a4de-eafd3e0e1bae;SUSTAINABLE_SEAFOOD_PIONEERS_POSITIVE_CONDUCT_PLUS_TIER_3;;;7a9f7397-24b8-4c0d-b68d-3868bffe6dff;SUSTAINABLE SEAFOOD PIONEERS;Sustainable Seafood Pioneers;POSITIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;f684acda-8c9c-4e11-a0c2-45d82bb8a547;SUSTAINABLE_SOY_LAGGARDS_NEGATIVE_CONDUCT_PLUS_TIER_3;;;fe0d2c48-2f45-436d-869b-380e4c4c1286;SUSTAINABLE SOY LAGGARDS;Sustainable Soy Laggards;NEGATIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;c3486a76-f850-4171-a59f-77961afe2179;SUSTAINABLE_SOY_PIONEERS_POSITIVE_CONDUCT_PLUS_TIER_3;;;7a9f7397-24b8-4c0d-b68d-3868bffe6dff;SUSTAINABLE SOY PIONEERS;Sustainable Soy Pioneers;POSITIVE;CONDUCT;PLUS;TIER_3;flags;1
flag;5b7fa395-0023-438b-93ed-d6b219eeeabd;TIME_BOUND_COMMITMENT_TO_100%_RSPO_CERTIFICATION_POSITIVE_CONDUCT_PLUS_TIER_4;;;43e98cf5-da30-4959-bedb-24812e284afb;TIME BOUND COMMITMENT TO 100% RSPO CERTIFICATION;Time Bound Commitment to 100% RSPO Certification;POSITIVE;CONDUCT;PLUS;TIER_4;flags;1
